Hi.	สวัสดี
He was dressed in black.	เขาแต่งชุดดำ
He's mumbling something.	เขาพึมพำอะไรสักอย่าง
I can't afford a lawyer.	ผมไม่มีเงินจ่ายค่าทนาย
I can't find a good job.	ผมหางานดีๆไม่ได้
I can't stand this cold.	ฉันทนกับความเย็นนี้ไม่ได้
I can't talk about this.	ผมพูดเรื่องนี้ไม่ได้
I don't know what it is.	ฉันไม่รู้ว่ามันคืออะไร
I don't want to give up.	ฉันไม่ต้องการยอมแพ้
I followed Tom's advice.	ผมทำตามคำแนะนำของทอม
I had breakfast at 7:30.	ฉันทานอาหารเช้าเวลา 7:30 น.
I have a date on Monday.	ผมมีนัดในวันจันทร์
I have a lot of flowers.	ฉันมีดอกไม้จำนวนมาก
I have a wonderful life.	ผมมีชีวิตที่ยอดเยี่ยม
I knew you wouldn't win.	ผมรู้ว่าคุณจะไม่ชนะ
I like the way you walk.	ฉันชอบวิธีที่คุณเดิน
I like your proposition.	ฉันชอบข้อเสนอของคุณ
I take a bath every day.	ฉันอาบน้ำทุกวัน
I think he will succeed.	ฉันคิดว่าเขาจะประสบความสำเร็จ
I think this is genuine.	ผมคิดว่านี่เป็นของแท้
I thought you hated Tom.	ฉันคิดว่าคุณเกลียดทอม
I turned down the offer.	ผมปฏิเสธข้อเสนอ
I want to meet with Tom.	ฉันต้องการพบกับทอม
I want you to come here.	ผมอยากให้คุณมาที่นี่
I was telling the truth.	ผมกำลังพูดความจริง
I wasn't given a chance.	ผมไม่ได้รับโอกาส
I wasn't ready to leave.	ผมไม่พร้อมที่จะจากไป
I wish we had more time.	ฉันหวังว่าเราจะมีเวลามากขึ้น
I'd like to go with you.	ฉันอยากไปกับคุณ
I'll always be with you.	ผมจะอยู่กับคุณเสมอ
I'll pay by credit card.	ผมจะจ่ายด้วยเครดิตการ์ด
I'll visit you tomorrow.	ฉันจะไปหาคุณพรุ่งนี้
I'll visit you tomorrow.	ฉันจะมาพบคุณพรุ่งนี้
I'm a bit short on cash.	ผมขาดเงินสดนิดหน่อย
I'm content with my job.	ฉันพอใจกับงานของฉัน
I'm feeling much better.	ฉันรู้สึกดีขึ้นมาก
I'm not a child anymore.	ฉันไม่ใช่เด็กอีกต่อไป
I'm not so good at this.	ผมไม่เก่งเรื่องนี้
I'm waiting for a train.	ฉันกำลังรอรถไฟ
I'm watching television.	ฉันกำลังดูโทรทัศน์
I've been fooled before.	ผมเคยโดนหลอกมาก่อน
Is your father a doctor?	พ่อของคุณเป็นหมอใช่ไหม?
Is your father a doctor?	พ่อของคุณเป็นหมอหรือ?
It makes my life easier.	มันทำให้ชีวิตผมง่ายขึ้น
It may freeze next week.	มันอาจแข็งในสัปดาห์หน้า
It's awfully cold today.	วันนี้อากาศหนาวมาก
It's still not too late.	มันยังไม่สายเกินไป
It's the correct answer.	นั่นคือคำตอบที่ถูกต้อง
It's too noisy to sleep.	มันเสียงดังเกินไปที่จะนอนหลับ
It's unfortunately true.	มันเป็นเรื่องจริงที่น่าเสียดาย
Let's make a sandcastle.	มาทำปราสาททรายกัน
Mary has just come home.	แมรี่เพิ่งกลับมาถึงบ้าน
My father went to China.	พ่อของฉันไปที่ประเทศจีน
My parents are divorced.	พ่อแม่ของฉันหย่ากัน
My uncle gave me a book.	ลุงของฉันให้หนังสือแก่ฉัน
No one came out to help.	ไม่มีใครออกมาช่วย
Our options are limited.	ทางเลือกของเรามีจำกัด
Put the book on my desk.	วางหนังสือไว้บนโต๊ะของผม
She came home very late.	เธอกลับบ้านดึกมาก
She has attractive eyes.	เธอมีดวงตาที่น่าดึงดูด
She is very intelligent.	เธอฉลาดมาก
She knows many proverbs.	เธอรู้สุภาษิตมากมาย
She must be over eighty.	เธอต้องมีอายุมากกว่า 80 ปี
She usually wears jeans.	เธอมักจะใส่กางเกงยีนส์
She wouldn't let him in.	เธอไม่ยอมให้เขาเข้ามา
She'll make a good wife.	เธอจะสร้างภรรยาที่ดี
Somebody sent us a gift.	มีคนส่งของขวัญมาให้เรา
Stay away from the door.	อยู่ห่างจากประตู
Study English every day.	เรียนภาษาอังกฤษทุกวัน
